"metraweather_key","wmo_id","bom_id","label","point"
"95766","95766","066196",Wedding Cake West,POINT (151.2643 -33.8405)
"95767","95767","061412",Lake Macquarie Aws,POINT (151.4636 -33.0887)
"95768","95768","066197",North Head,POINT (151.2986 -33.8152)
"95770","95770","061366",Norah Head Aws,POINT (151.5766 -33.2814)
"95771","95771","061260",Cessnock Airport Aws,POINT (151.3369 -32.7914)
"95773","95773","056238",Armidale Airport Aws,POINT (151.6158 -30.5273)
"95774","95774","061375",Mangrove Mountain Aws,POINT (151.2107 -33.2894)
"95784","95784","060141",Taree Airport Aws,POINT (152.512 -31.8895)
"95805","95805","022823",Cape Borda,POINT (136.5959 -35.7549)
"95806","95806","022049",Stenhouse Bay,POINT (136.9392 -35.2795)
"95807","95807","022841",Kingscote Aero,POINT (137.5231 -35.7114)
"95815","95815","025557",Munkora,POINT (140.3273 -36.1058)
"95816","95816","026105",Robe Airfield,POINT (139.8054 -37.1776)
"95818","95818","024584",Pallamana Aerodrome,POINT (139.2273 -35.065)
"95822","95822","090194",Dartmoor,POINT (141.2614 -37.9222)
"95823","95823","026100",Padthaway South,POINT (140.5212 -36.6539)
"95826","95826","090192",Portland Ntc Aws,POINT (141.6136 -38.3439)
"95827","95827","079097",Kanagulk,POINT (141.8031 -37.1169)
"95831","95831","076064",Walpeup Research,POINT (142.004 -35.1201)
"95832","95832","079099",Edenhope Airport,POINT (141.2657 -37.0222)
"95833","95833","080091",Kyabram,POINT (145.0638 -36.335)
"95835","95835","079028",Longerenong,POINT (142.2991 -36.6722)
"95836","95836","081049",Tatura Inst Sustainable Ag,POINT (145.2673 -36.4379)
"95837","95837","082039",Rutherglen Research,POINT (146.5094 -36.1048)
"95839","95839","079100",Horsham Aerodrome,POINT (142.1733 -36.6699)
"95840","95840","089112",Westmere,POINT (142.9378 -37.7067)
"95864","95864","086220",St Kilda Harbour - Rmys,POINT (144.9639 -37.864)
"95866","95866","086038",Essendon Airport,POINT (144.9066 -37.7276)
"95867","95867","086104",Scoresby Research Institute,POINT (145.2561 -37.871)
"95869","95869","074258",Deniliquin Airport Aws,POINT (144.9458 -35.5575)
"95872","95872","086376",Fawkner Beacon,POINT (144.9269 -37.9483)
"95874","95874","086068",Viewbank,POINT (145.0972 -37.7408)
"95890","95890","085151",Yarram Airport,POINT (146.7479 -38.5647)
"95896","95896","072160",Albury Airport Aws,POINT (146.9509 -36.069)
"95901","95901","085291",Mount Baw Baw,POINT (146.2747 -37.8384)
"95909","95909","071032",Thredbo Aws,POINT (148.2859 -36.4917)
"95913","95913","085296",Mount Moornapa,POINT (147.1428 -37.7481)
"95916","95916","072161",Cabramurra Smhea Aws,POINT (148.3779 -35.9371)
"95918","95918","084145",Orbost,POINT (148.4667 -37.6922)
"95925","95925","070349",Mount Ginini Aws,POINT (148.7721 -35.5293)
"95929","95929","069147",Merimbula Airport Aws,POINT (149.8989 -36.9077)
"95931","95931","069139",Bega Aws,POINT (149.8191 -36.6722)
"95937","95937","069148",Moruya Airport Aws,POINT (150.1437 -35.9004)
"95940","95940","068151",Point Perpendicular Aws,POINT (150.8049 -35.0936)
"95952","95952","097085",Mount Read,POINT (145.5417 -41.8444)
"95956","95956","091259",Luncheon Hill (Forestry),POINT (145.1517 -41.1492)
"95957","95957","091107",Wynyard Airport,POINT (145.7311 -40.9964)
"95958","95958","097083",Scotts Peak Dam,POINT (146.2722 -43.0425)
"95959","95959","096033",Liawenee,POINT (146.6694 -41.8997)
"95960","95960","091126",Devonport Airport,POINT (146.4289 -41.1701)
"95961","95961","097080",Low Rocky Point,POINT (145.5025 -42.9831)
"95962","95962","097024",Warra,POINT (146.704 -43.0609)
"95963","95963","091344",Burnie Ntc Aws,POINT (145.9149 -41.05)
"95964","95964","091293",Low Head,POINT (146.7874 -41.0547)
"95966","95966","091311",Launceston Airport,POINT (147.2156 -41.5476)
"95967","95967","094198",Cape Bruny (Cape Bruny),POINT (147.1444 -43.4886)
"95972","95972","094212",Campania (Kincora),POINT (147.4258 -42.6867)
"95977","95977","094220",Grove (Research Station),POINT (147.0756 -42.9844)
"95979","95979","094087",Kunanyi (Mount Wellington Pinnacle),POINT (147.2358 -42.895)
"95981","95981","092120",St Helens Aerodrome,POINT (148.2792 -41.3381)
"95985","95985","092123",Swan Island,POINT (148.125 -40.7292)
"95986","95986","094155",Tasman Island,POINT (148.0025 -43.2397)
"95987","95987","092133",Spring Bay Ntc Aws,POINT (147.9308 -42.5464)
"95988","95988","092124",Maria Island (Point Lesueur),POINT (148.0179 -42.6621)
"95995","95995","200715",Lord Howe Island Windy Point,POINT (159.0733 -31.5381)
"96995","96995","200790",Christmas Island Aero,POINT (105.689 -10.4515)
"96996","96996","200284",Cocos Island Airport,POINT (96.8344 -12.1892)
"99254_bom","99254","009254",Armament Jetty,POINT (115.6808 -32.1758)
"99255_bom","99255","009255",Colpoys Point,POINT (115.6994 -32.2272)
"99367_bom","99367","033317",Hay Point,POINT (149.3008 -21.2894)
"94749","94749","068228",Bellambi Aws,POINT (150.9291 -34.3692)
"94828","94828","090171",Portland Airport,POINT (141.4705 -38.3148)
"94830","94830","090175",Port Fairy Aws,POINT (142.2348 -38.3906)
"94837","94837","090186",Warrnambool Airport Ndb,POINT (142.4524 -38.2869)
"94847","94847","087166",Point Wilson,POINT (144.5361 -38.0958)
"94863","94863","087168",She Oaks,POINT (144.1303 -37.9075)
"94929","94929","070328",Bombala Aws,POINT (149.2336 -37.0015)
"94955","94955","091291",Sheffield School Farm,POINT (146.3173 -41.389)
"95370","95370","033195",Williamson,POINT (150.1786 -22.4703)
"95676","95676","023083",Edinburgh Raaf,POINT (138.6223 -34.7111)
"95825","95825","090182",Casterton,POINT (141.3339 -37.583)
"95845","95845","090035",Mount Gellibrand,POINT (143.7924 -38.2333)
"95954","95954","091331",Kennaook/cape Grim,POINT (144.6922 -40.6764)
"94542","94542","041522",Dalby Airport,POINT (151.2633 -27.1605)
"95142","95142","014405",Maningrida Airport,POINT (134.2339 -12.0569)
"94225","94225","014949",Delamere Weapons Range,POINT (131.9181 -15.7441)
"94321","94321","015664",Walungurru Airport,POINT (129.3844 -23.2656)
"95121","95121","014041",Middle Point,POINT (131.2988 -12.605)
"94120","94120","014015",Darwin Airport,POINT (130.8925 -12.4239)
"95111","95111","014948",Port Keats Airport,POINT (129.5282 -14.2494)
"94140","94140","014404",Milingimbi Airport,POINT (134.8919 -12.0932)
"94131","94131","014932",Tindal Raaf,POINT (132.3826 -14.5229)
"94135","94135","014274",Mccluer Island,POINT (132.9791 -11.0468)
"94139","94139","014401",Warruwi Airport,POINT (133.3797 -11.65)
"94119","94119","014142",Pirlangimpi Airport,POINT (130.4217 -11.4021)
"99510_bom","99510","014031",Charles Point,POINT (130.6306 -12.3895)
"94122","94122","200731",Point Fawcett,POINT (130.03 -11.7628)
"94130","94130","014954",Bradshaw,POINT (130.8091 -14.9408)
"94462","94462","015635",Yulara Airport,POINT (130.9737 -25.1896)
"94116","94116","014277",Dum In Mirrie Airstrip,POINT (130.3725 -12.635)
"94239","94239","014704",Mcarthur River Mine Airport,POINT (136.076 -16.4423)
"94232","94232","014825",Victoria River Downs,POINT (131.0145 -16.403)
"94238","94238","015135",Tennant Creek Airport,POINT (134.1833 -19.6423)
"94152","94152","014723",Borroloola Airport,POINT (136.3041 -16.0755)
"95322","95322","015666",Rabbit Flat,POINT (130.0148 -20.1823)
"94128","94128","014901",Douglas River Research Farm,POINT (131.1872 -13.8345)
"94234","94234","014626",Daly Waters Airstrip,POINT (133.3782 -16.2637)
"94137","94137","014198",Jabiru Airport,POINT (132.894 -12.6592)
"94125","94125","014272",Batchelor Airport,POINT (131.0252 -13.0544)
"94327","94327","015602",Jervois,POINT (136.1442 -22.9494)
"94231","94231","014829",Lajamanu Airport,POINT (130.6361 -18.3324)
"94143","94143","014627",Bulman,POINT (134.3415 -13.6715)
"95122","95122","014072",Darwin Ntc Aws,POINT (130.8458 -12.4719)
"94153","94153","014518",Groote Eylandt Airport,POINT (136.463 -13.9746)
"94328","94328","015643",Territory Grape Farm,POINT (133.6377 -22.4518)
"99501_bom","99501","014023",Gunn Point,POINT (131.0449 -12.249)
"94248","94248","014703",Centre Island,POINT (136.8192 -15.7426)
"94141","94141","014909",Central Arnhem Plateau,POINT (133.0861 -13.3275)
"94326","94326","015590",Alice Springs Airport,POINT (133.889 -23.7951)
"95146","95146","014517",Ngayawili,POINT (135.5726 -11.9971)
"94147","94147","200786",Cape Wessel,POINT (136.7586 -11.0047)
